date,symbol,high,low,close,open
2021-06-25,VN30F2107,1505.00,1484.00,1505.00,1496.50
2021-06-28,VN30F2107,1525.50,1507.50,1523.80,1509.10
2021-06-29,VN30F2107,1535.40,1522.30,1533.90,1524.10
2021-06-30,VN30F2107,1542.90,1528.00,1529.20,1534.10
2021-07-01,VN30F2107,1549.00,1525.50,1549.00,1532.00
2021-07-02,VN30F2107,1558.00,1547.00,1556.10,1551.00
2021-07-05,VN30F2107,1568.00,1533.40,1568.00,1560.00
2021-07-06,VN30F2107,1569.30,1501.00,1501.00,1566.00
2021-07-07,VN30F2107,1536.90,1492.00,1535.00,1515.00
2021-07-08,VN30F2107,1538.00,1500.00,1513.00,1532.50
2021-07-09,VN30F2107,1530.00,1480.00,1497.00,1509.00
2021-07-12,VN30F2107,1503.80,1401.00,1443.90,1503.00
2021-07-13,VN30F2107,1458.80,1416.00,1446.90,1442.00
2021-07-14,VN30F2107,1451.00,1395.30,1409.00,1448.50
2021-07-15,VN30F2107,1440.10,1403.00,1431.80,1410.80
2021-07-16,VN30F2108,1449.00,1434.20,1440.00,1435.10
2021-07-19,VN30F2108,1415.00,1366.60,1368.00,1414.80
2021-07-20,VN30F2108,1409.40,1358.10,1405.00,1374.00
2021-07-21,VN30F2108,1417.70,1395.00,1402.00,1411.00
2021-07-22,VN30F2108,1437.00,1402.00,1427.10,1404.60
2021-07-23,VN30F2108,1430.50,1401.00,1401.00,1424.80
2021-07-26,VN30F2108,1417.00,1383.00,1408.10,1399.90
2021-07-27,VN30F2108,1426.00,1405.10,1405.30,1413.00
2021-07-28,VN30F2108,1418.00,1400.00,1407.80,1405.10
2021-07-29,VN30F2108,1431.10,1414.00,1431.10,1416.00
2021-07-30,VN30F2108,1446.60,1427.20,1445.00,1430.60
2021-08-02,VN30F2108,1458.10,1442.30,1447.90,1446.60
2021-08-03,VN30F2108,1475.00,1447.10,1475.00,1449.70
2021-08-04,VN30F2108,1481.00,1461.60,1470.90,1473.00
2021-08-05,VN30F2108,1491.40,1466.10,1487.10,1468.00
2021-08-06,VN30F2108,1491.20,1471.50,1472.90,1487.30
2021-08-09,VN30F2108,1503.50,1468.00,1500.50,1469.90
2021-08-10,VN30F2108,1507.50,1485.50,1494.10,1501.20
2021-08-11,VN30F2108,1505.50,1486.00,1486.00,1496.00
2021-08-12,VN30F2108,1493.00,1472.40,1477.10,1486.90
2021-08-13,VN30F2108,1485.00,1463.30,1485.00,1480.00
2021-08-16,VN30F2108,1504.10,1485.20,1503.00,1485.20
2021-08-17,VN30F2108,1508.50,1487.50,1493.00,1507.80
2021-08-18,VN30F2108,1505.20,1485.10,1490.90,1495.00
2021-08-19,VN30F2108,1502.90,1484.30,1500.00,1493.00
2021-08-20,VN30F2109,1493.20,1425.00,1445.00,1492.80
2021-08-23,VN30F2109,1447.70,1408.10,1411.20,1444.40
2021-08-24,VN30F2109,1427.70,1407.00,1415.10,1415.00
2021-08-25,VN30F2109,1432.00,1410.00,1431.50,1417.80
2021-08-26,VN30F2109,1432.00,1402.10,1406.70,1430.40
2021-08-27,VN30F2109,1422.90,1390.00,1420.00,1409.50
2021-08-30,VN30F2109,1435.30,1422.50,1432.90,1423.00
2021-08-31,VN30F2109,1434.50,1421.00,1427.00,1433.10
2021-09-01,VN30F2109,1435.00,1422.60,1428.60,1427.10
2021-09-06,VN30F2109,1445.00,1431.00,1444.60,1433.80
2021-09-07,VN30F2109,1449.80,1436.00,1441.00,1445.20
2021-09-08,VN30F2109,1442.00,1427.60,1431.10,1441.70
2021-09-09,VN30F2109,1446.00,1429.80,1446.00,1430.70
2021-09-10,VN30F2109,1453.30,1442.30,1447.10,1447.20
2021-09-13,VN30F2109,1448.80,1437.10,1442.00,1445.30
2021-09-14,VN30F2109,1445.20,1434.50,1436.50,1441.00
2021-09-15,VN30F2109,1451.00,1434.80,1447.50,1437.50
2021-09-16,VN30F2109,1453.80,1445.70,1449.80,1447.90
2021-09-17,VN30F2110,1457.80,1443.30,1456.80,1444.30
2021-09-20,VN30F2110,1467.00,1452.00,1452.00,1460.00
2021-09-21,VN30F2110,1447.40,1425.40,1440.00,1446.00
2021-09-22,VN30F2110,1443.90,1433.60,1440.80,1441.40
2021-09-23,VN30F2110,1455.50,1445.50,1450.00,1447.80
2021-09-24,VN30F2110,1456.00,1446.10,1449.90,1454.60
2021-09-27,VN30F2110,1454.40,1434.00,1434.00,1452.30
2021-09-28,VN30F2110,1454.40,1429.50,1454.40,1430.00
2021-09-29,VN30F2110,1452.50,1433.40,1449.20,1449.10
2021-09-30,VN30F2110,1458.50,1448.00,1452.00,1451.00
2021-10-01,VN30F2110,1446.50,1436.00,1441.00,1441.00
2021-10-04,VN30F2110,1444.80,1434.00,1440.30,1441.00
2021-10-05,VN30F2110,1449.80,1437.60,1449.00,1437.90
2021-10-06,VN30F2110,1453.50,1447.10,1452.00,1451.20
2021-10-07,VN30F2110,1459.50,1452.80,1454.80,1457.40
2021-10-08,VN30F2110,1477.00,1457.40,1474.50,1458.00
2021-10-11,VN30F2110,1514.80,1475.50,1513.50,1475.50
2021-10-12,VN30F2110,1514.00,1499.50,1510.00,1513.50
2021-10-13,VN30F2110,1522.60,1502.10,1503.10,1513.00
2021-10-14,VN30F2110,1514.90,1500.00,1505.90,1508.50
2021-10-15,VN30F2110,1516.70,1500.30,1504.50,1510.00
2021-10-18,VN30F2110,1522.00,1505.10,1510.50,1505.10
2021-10-19,VN30F2110,1513.50,1503.10,1510.60,1511.10
2021-10-20,VN30F2110,1517.50,1451.00,1504.00,1513.00
2021-10-21,VN30F2110,1509.50,1489.00,1489.00,1507.20
2021-10-22,VN30F2111,1496.90,1485.30,1492.00,1495.20
2021-10-25,VN30F2111,1495.00,1478.00,1478.00,1495.00
2021-10-26,VN30F2111,1489.10,1468.20,1489.00,1477.00
2021-10-27,VN30F2111,1526.50,1487.50,1523.30,1488.30
2021-10-28,VN30F2111,1535.90,1517.20,1532.30,1523.30
2021-10-29,VN30F2111,1540.00,1526.50,1533.70,1532.00
2021-11-01,VN30F2111,1535.70,1518.10,1522.70,1535.00
2021-11-02,VN30F2111,1528.70,1518.60,1524.10,1522.00
2021-11-03,VN30F2111,1538.30,1520.10,1528.50,1524.40
2021-11-04,VN30F2111,1535.20,1523.10,1529.80,1530.50
2021-11-05,VN30F2111,1539.60,1526.50,1535.10,1529.30
2021-11-08,VN30F2111,1545.50,1533.60,1537.70,1537.60
2021-11-09,VN30F2111,1539.00,1520.50,1525.50,1538.00
2021-11-10,VN30F2111,1534.90,1518.60,1529.30,1525.00
2021-11-11,VN30F2111,1530.00,1506.00,1513.00,1527.60
2021-11-12,VN30F2111,1532.00,1505.10,1530.70,1514.60
2021-11-15,VN30F2111,1536.60,1521.40,1527.80,1533.00
2021-11-16,VN30F2111,1529.50,1514.60,1517.30,1527.80
2021-11-17,VN30F2111,1523.30,1514.20,1520.40,1516.10
2021-11-18,VN30F2111,1522.30,1504.10,1504.10,1521.90
2021-11-19,VN30F2112,1523.20,1488.00,1502.50,1505.80
2021-11-22,VN30F2112,1521.90,1498.40,1512.50,1503.60
2021-11-23,VN30F2112,1528.90,1509.00,1528.90,1512.60
2021-11-24,VN30F2112,1565.00,1529.60,1562.10,1533.50
2021-11-25,VN30F2112,1575.00,1561.50,1566.60,1564.50
2021-11-26,VN30F2112,1577.00,1553.00,1556.70,1564.60
2021-11-29,VN30F2112,1552.00,1536.20,1551.90,1548.00
2021-11-30,VN30F2112,1563.70,1533.30,1537.10,1556.00
2021-12-01,VN30F2112,1553.90,1530.30,1553.90,1536.90
2021-12-02,VN30F2112,1554.40,1539.60,1540.00,1549.90
2021-12-03,VN30F2112,1547.90,1509.00,1509.00,1545.00
2021-12-06,VN30F2112,1513.50,1466.10,1480.20,1508.10
2021-12-07,VN30F2112,1512.00,1487.00,1512.00,1490.00
2021-12-08,VN30F2112,1518.40,1508.00,1511.00,1515.70
2021-12-09,VN30F2112,1533.00,1510.00,1532.00,1512.80
2021-12-10,VN30F2112,1532.50,1512.50,1520.50,1531.00
2021-12-13,VN30F2112,1527.40,1516.10,1525.90,1526.90
2021-12-14,VN30F2112,1530.00,1513.20,1518.50,1523.90
2021-12-15,VN30F2112,1527.50,1514.10,1520.10,1518.50
2021-12-16,VN30F2112,1527.00,1460.20,1510.00,1525.50
2021-12-17,VN30F2201,1524.90,1512.60,1520.00,1514.00
2021-12-20,VN30F2201,1517.50,1495.20,1508.00,1512.00
2021-12-21,VN30F2201,1519.50,1508.90,1512.50,1511.00
2021-12-22,VN30F2201,1519.70,1500.00,1508.00,1515.60
2021-12-23,VN30F2201,1507.80,1475.10,1488.20,1506.70
2021-12-24,VN30F2201,1512.00,1484.20,1509.00,1488.00
2021-12-27,VN30F2201,1518.80,1501.30,1516.00,1513.50
2021-12-28,VN30F2201,1524.50,1509.50,1520.20,1518.00
2021-12-29,VN30F2201,1526.40,1517.00,1519.00,1522.00
2021-12-30,VN30F2201,1533.50,1518.20,1525.50,1518.90
2021-12-31,VN30F2201,1542.00,1527.30,1537.00,1527.90
2022-01-04,VN30F2201,1563.00,1542.90,1558.50,1544.90
2022-01-05,VN30F2201,1560.50,1548.10,1549.00,1557.60
2022-01-06,VN30F2201,1557.00,1543.50,1545.10,1544.00
2022-01-07,VN30F2201,1548.00,1533.10,1539.60,1547.90
2022-01-10,VN30F2201,1540.30,1513.10,1513.10,1540.00
2022-01-11,VN30F2201,1518.70,1499.50,1503.60,1515.00
2022-01-12,VN30F2201,1528.90,1486.10,1528.90,1500.10
2022-01-13,VN30F2201,1541.90,1522.40,1525.70,1530.10
2022-01-14,VN30F2201,1532.30,1515.00,1520.10,1519.50
2022-01-17,VN30F2201,1525.40,1478.20,1480.00,1522.90
2022-01-18,VN30F2201,1489.90,1466.20,1482.50,1475.00
2022-01-19,VN30F2201,1496.50,1476.50,1482.00,1482.90
2022-01-20,VN30F2201,1495.80,1480.10,1492.60,1483.80
2022-01-21,VN30F2202,1503.80,1490.80,1498.90,1493.00
2022-01-24,VN30F2202,1496.00,1466.00,1468.20,1496.00
2022-01-25,VN30F2202,1503.90,1465.20,1503.90,1468.70
2022-01-26,VN30F2202,1525.00,1509.00,1519.00,1510.00
2022-01-27,VN30F2202,1516.50,1498.50,1512.00,1513.30
2022-01-28,VN30F2202,1534.50,1517.10,1528.00,1518.20
2022-02-07,VN30F2202,1548.00,1530.00,1532.80,1543.90
2022-02-08,VN30F2202,1543.70,1527.40,1535.50,1532.80
2022-02-09,VN30F2202,1555.90,1540.00,1541.00,1540.00
2022-02-10,VN30F2202,1544.50,1528.50,1542.50,1544.00
2022-02-11,VN30F2202,1545.90,1534.90,1543.00,1538.90
2022-02-14,VN30F2202,1536.00,1510.10,1510.10,1535.50
2022-02-15,VN30F2202,1527.50,1511.00,1522.00,1511.10
2022-02-16,VN30F2202,1532.40,1514.50,1521.00,1528.00
2022-02-17,VN30F2202,1540.20,1521.30,1540.20,1522.00
2022-02-18,VN30F2203,1527.80,1518.30,1525.00,1525.00
2022-02-21,VN30F2203,1531.50,1521.00,1530.00,1523.20
2022-02-22,VN30F2203,1519.70,1501.40,1517.50,1517.90
2022-02-23,VN30F2203,1535.00,1524.40,1529.30,1526.10
2022-02-24,VN30F2203,1526.20,1502.50,1514.70,1520.00
2022-02-25,VN30F2203,1529.90,1517.00,1517.00,1526.00
2022-02-28,VN30F2203,1518.80,1507.60,1511.20,1511.00
2022-03-01,VN30F2203,1518.20,1512.10,1515.60,1517.80
2022-03-02,VN30F2203,1513.00,1495.80,1502.00,1512.00
2022-03-03,VN30F2203,1517.50,1502.80,1517.50,1508.50
