type,capital_open,capital_close,date_open,date_close
LONG,982601204.7382632,982507368.3339908,2022-02-11 11:21:00,2022-02-11 13:16:00
LONG,982507368.3339908,981818685.9807882,2022-02-11 13:19:00,2022-02-14 11:25:00
SHORT,981818685.9807882,981924299.684883,2022-02-15 09:31:00,2022-02-15 10:09:00
SHORT,981924299.684883,981026403.4535651,2022-02-15 11:02:00,2022-02-16 09:19:00
LONG,981026403.4535651,980682037.4065952,2022-02-16 09:20:00,2022-02-16 10:15:00
LONG,980682037.4065952,980722630.6840963,2022-02-16 10:40:00,2022-02-17 09:15:00
LONG,980722630.6840963,980833828.0986384,2022-02-17 09:49:00,2022-02-17 09:56:00
LONG,980833828.0986384,980649673.1145587,2022-02-17 10:59:00,2022-02-17 13:09:00
LONG,980649673.1145587,980593713.1765022,2022-02-18 09:00:00,2022-02-21 09:11:00
LONG,980593713.1765022,980563487.6357629,2022-02-21 09:25:00,2022-02-21 09:43:00
LONG,980563487.6357629,980578282.2829787,2022-02-21 10:06:00,2022-02-21 10:27:00
LONG,980578282.2829787,980824794.5784262,2022-02-21 10:34:00,2022-02-21 13:07:00
LONG,980824794.5784262,980852396.3232999,2022-02-21 13:57:00,2022-02-21 14:10:00
LONG,980852396.3232999,981390992.2666996,2022-02-22 09:00:00,2022-02-23 09:00:00
LONG,981390992.2666996,981457215.584443,2022-02-23 09:23:00,2022-02-23 09:40:00
LONG,981457215.584443,981536272.0595686,2022-02-23 09:50:00,2022-02-23 09:59:00
LONG,981536272.0595686,981595976.9933783,2022-02-23 10:48:00,2022-02-23 10:55:00
LONG,981595976.9933783,981610705.0953228,2022-02-23 13:15:00,2022-02-23 13:34:00
LONG,981610705.0953228,981240878.5351923,2022-02-23 13:58:00,2022-02-25 09:00:00
SHORT,981240878.5351923,981184947.226516,2022-02-25 09:01:00,2022-02-25 09:52:00
LONG,981184947.226516,981309042.0461849,2022-02-25 09:54:00,2022-02-25 10:12:00
LONG,981309042.0461849,981278841.9905431,2022-02-25 10:37:00,2022-02-25 10:56:00
LONG,981278841.9905431,980830319.888853,2022-02-25 11:29:00,2022-02-28 09:19:00
SHORT,980830319.888853,980689654.9100572,2022-02-28 13:33:00,2022-03-01 11:27:00
LONG,980689654.9100572,980723967.3946824,2022-03-01 11:28:00,2022-03-01 13:03:00
LONG,980723967.3946824,980175885.314725,2022-03-01 13:59:00,2022-03-03 09:11:00
LONG,980175885.314725,980151807.1659024,2022-03-03 09:40:00,2022-03-03 10:19:00
LONG,980151807.1659024,980166787.2254179,2022-03-03 10:35:00,2022-03-03 10:48:00
LONG,980166787.2254179,980181762.538362,2022-03-03 11:12:00,2022-03-03 13:06:00
LONG,980181762.538362,980177234.5423627,2022-03-04 09:19:00,2022-03-04 09:58:00
LONG,980177234.5423627,980082109.3997749,2022-03-04 10:17:00,2022-03-04 11:09:00
SHORT,980082109.3997749,980246801.7308576,2022-03-07 10:54:00,2022-03-07 13:24:00
LONG,980246801.7308576,980235721.8135508,2022-03-07 14:00:00,2022-03-07 14:20:00
LONG,980235721.8135508,979917195.8934046,2022-03-08 09:00:00,2022-03-09 09:09:00
SHORT,979917195.8934046,979932278.6047113,2022-03-09 09:10:00,2022-03-09 09:30:00
LONG,979932278.6047113,979973441.2487652,2022-03-10 09:11:00,2022-03-10 10:00:00
LONG,979973441.2487652,979962328.2152777,2022-03-10 10:14:00,2022-03-10 13:10:00
LONG,979962328.2152777,977608612.6072446,2022-03-10 13:22:00,2022-03-15 10:42:00
LONG,977608612.6072446,977464289.1369842,2022-03-16 09:29:00,2022-03-16 10:40:00
LONG,977464289.1369842,977713023.0569242,2022-03-16 11:03:00,2022-03-16 13:26:00
LONG,977713023.0569242,977788114.1815116,2022-03-16 14:08:00,2022-03-16 14:19:00
LONG,977788114.1815116,977816611.4628657,2022-03-17 09:24:00,2022-03-17 09:38:00
LONG,977816611.4628657,977831843.282753,2022-03-17 10:14:00,2022-03-17 10:25:00
LONG,977831843.282753,977701377.401868,2022-03-17 11:08:00,2022-03-17 14:05:00
SHORT,977701377.401868,977544463.183378,2022-03-18 09:10:00,2022-03-18 14:19:00
LONG,977544463.183378,977645622.6712826,2022-03-18 14:20:00,2022-03-21 09:00:00
LONG,977645622.6712826,977660802.4791011,2022-03-21 10:03:00,2022-03-21 10:15:00
LONG,977660802.4791011,977636385.7057688,2022-03-21 10:57:00,2022-03-21 11:22:00
LONG,977636385.7057688,977507766.5205251,2022-03-22 09:57:00,2022-03-22 10:40:00
LONG,977507766.5205251,977568582.831929,2022-03-22 10:51:00,2022-03-22 11:08:00
LONG,977568582.831929,977570533.4177278,2022-03-22 13:25:00,2022-03-22 13:54:00
LONG,977570533.4177278,977657182.455345,2022-03-22 14:01:00,2022-03-22 14:16:00
LONG,977657182.455345,977685161.9953421,2022-03-23 09:17:00,2022-03-23 10:21:00
LONG,977685161.9953421,977700075.6169934,2022-03-23 11:05:00,2022-03-23 11:25:00
LONG,977700075.6169934,976767913.3235608,2022-03-23 13:02:00,2022-03-24 11:01:00
SHORT,976767913.3235608,976691393.8419011,2022-03-24 11:02:00,2022-03-24 13:05:00
LONG,976691393.8419011,976562778.7318832,2022-03-24 13:33:00,2022-03-25 13:16:00
LONG,976562778.7318832,976767826.1255527,2022-03-25 13:55:00,2022-03-25 14:07:00
LONG,976767826.1255527,975971199.3701614,2022-03-25 14:14:00,2022-03-28 13:46:00
LONG,975971199.3701614,976051874.4088191,2022-03-29 10:31:00,2022-03-29 10:45:00
LONG,976051874.4088191,976283331.0201763,2022-03-29 13:39:00,2022-03-29 13:51:00
LONG,976283331.0201763,976324587.9626597,2022-03-29 14:05:00,2022-03-29 14:16:00
LONG,976324587.9626597,976306879.536034,2022-03-30 09:00:00,2022-03-30 09:17:00
SHORT,976306879.536034,975797553.3339396,2022-03-30 09:20:00,2022-03-30 11:18:00
LONG,975797553.3339396,975669038.7477604,2022-03-30 11:19:00,2022-03-31 09:17:00
SHORT,975669038.7477604,975703650.8354803,2022-03-31 09:18:00,2022-03-31 13:51:00
SHORT,975703650.8354803,973565416.3529841,2022-04-01 09:25:00,2022-04-04 10:09:00
LONG,973565416.3529841,973383174.4572802,2022-04-04 10:11:00,2022-04-04 11:09:00
LONG,973383174.4572802,973200513.955731,2022-04-04 11:23:00,2022-04-05 09:43:00
SHORT,973200513.955731,973132337.6725091,2022-04-05 09:44:00,2022-04-05 13:10:00
LONG,973132337.6725091,973172478.6646346,2022-04-05 13:11:00,2022-04-05 13:29:00
SHORT,973172478.6646346,972202949.1117783,2022-04-06 09:26:00,2022-04-06 11:30:00
LONG,972202949.1117783,972419837.3144094,2022-04-06 13:00:00,2022-04-06 13:16:00
LONG,972419837.3144094,972447014.0029603,2022-04-06 13:22:00,2022-04-06 13:48:00
LONG,972447014.0029603,972746394.0066204,2022-04-06 13:57:00,2022-04-06 14:10:00
LONG,972746394.0066204,972672552.8802344,2022-04-06 14:27:00,2022-04-07 09:31:00
LONG,972672552.8802344,972743928.942625,2022-04-07 09:57:00,2022-04-07 10:03:00
LONG,972743928.942625,972733192.9517194,2022-04-07 10:27:00,2022-04-07 10:44:00
LONG,972733192.9517194,972507373.1117638,2022-04-07 13:58:00,2022-04-08 09:45:00
SHORT,972507373.1117638,972719036.4812058,2022-04-08 13:42:00,2022-04-08 14:24:00
SHORT,972719036.4812058,972881188.3664465,2022-04-12 13:44:00,2022-04-12 13:54:00
LONG,972881188.3664465,973153904.5643783,2022-04-12 14:29:00,2022-04-13 09:11:00
LONG,973153904.5643783,973278049.3879495,2022-04-13 09:25:00,2022-04-13 09:34:00
LONG,973278049.3879495,973318506.313993,2022-04-13 09:53:00,2022-04-13 09:57:00
LONG,973318506.313993,973397564.7411716,2022-04-13 10:13:00,2022-04-13 10:20:00
LONG,973397564.7411716,973675990.6531368,2022-04-13 10:35:00,2022-04-13 13:01:00
LONG,973675990.6531368,973761372.6711739,2022-04-13 13:13:00,2022-04-13 13:31:00
LONG,973761372.6711739,974013373.3424895,2022-04-13 14:27:00,2022-04-14 09:00:00
LONG,974013373.3424895,974092113.8255136,2022-04-14 09:24:00,2022-04-14 09:36:00
LONG,974092113.8255136,974062031.4749322,2022-04-14 09:44:00,2022-04-14 10:07:00
LONG,974062031.4749322,974063952.3229532,2022-04-14 11:03:00,2022-04-14 13:01:00
SHORT,974063952.3229532,974284395.6692495,2022-04-15 10:59:00,2022-04-15 13:18:00
LONG,974284395.6692495,972307334.5064087,2022-04-15 13:19:00,2022-04-19 10:31:00
LONG,972307334.5064087,969393171.0078914,2022-04-19 11:03:00,2022-04-21 10:40:00
SHORT,969393171.0078914,969610943.9903893,2022-04-21 10:41:00,2022-04-21 10:58:00
SHORT,969610943.9903893,969565914.5780047,2022-04-21 11:25:00,2022-04-21 13:17:00
LONG,969565914.5780047,969796747.5818919,2022-04-21 13:38:00,2022-04-21 13:58:00
LONG,969796747.5818919,970609754.8901435,2022-04-21 14:23:00,2022-04-22 09:05:00
LONG,970609754.8901435,970725192.458957,2022-04-22 09:58:00,2022-04-22 10:17:00
LONG,970725192.458957,964150753.6640773,2022-04-22 10:32:00,2022-04-26 09:51:00
SHORT,964150753.6640773,964499565.817564,2022-04-26 09:52:00,2022-04-26 10:41:00
SHORT,964499565.817564,964996665.8540162,2022-04-26 10:53:00,2022-04-26 13:24:00
LONG,964996665.8540162,965774672.8143531,2022-04-26 13:34:00,2022-04-26 14:14:00
LONG,965774672.8143531,965889127.715959,2022-04-27 09:10:00,2022-04-27 09:47:00
LONG,965889127.715959,967180502.4578286,2022-04-27 11:23:00,2022-04-27 14:12:00
LONG,967180502.4578286,967459410.3236537,2022-04-28 09:02:00,2022-04-28 09:16:00
LONG,967459410.3236537,967516766.8458371,2022-04-28 09:47:00,2022-04-28 09:58:00
LONG,967516766.8458371,967415104.9696925,2022-04-28 10:07:00,2022-04-28 10:19:00
LONG,967415104.9696925,967937301.080117,2022-04-28 10:34:00,2022-04-28 13:05:00
LONG,967937301.080117,968070995.9910942,2022-04-28 13:40:00,2022-04-28 14:02:00
LONG,968070995.9910942,968732100.7271599,2022-04-28 14:15:00,2022-04-29 10:21:00
LONG,968732100.7271599,968864643.8261534,2022-04-29 10:48:00,2022-04-29 11:00:00
LONG,968864643.8261534,969340290.7503327,2022-04-29 13:04:00,2022-04-29 13:49:00
LONG,969340290.7503327,968389392.5373963,2022-04-29 14:00:00,2022-05-05 14:18:00
LONG,968389392.5373963,968447594.0722121,2022-05-06 09:00:00,2022-05-06 09:40:00
LONG,968447594.0722121,969128151.279371,2022-05-06 10:23:00,2022-05-06 13:38:00
LONG,969128151.279371,964342619.6683745,2022-05-06 14:03:00,2022-05-10 09:40:00
LONG,964342619.6683745,964636813.518281,2022-05-10 13:33:00,2022-05-10 13:53:00
LONG,964636813.518281,964747408.8217417,2022-05-11 09:34:00,2022-05-11 09:53:00
LONG,964747408.8217417,964669828.8031456,2022-05-11 10:22:00,2022-05-11 13:23:00
SHORT,964669828.8031456,965011720.6276802,2022-05-11 13:30:00,2022-05-12 09:04:00
LONG,965011720.6276802,961451067.561194,2022-05-12 09:10:00,2022-05-13 09:10:00
SHORT,961451067.561194,961865408.6150914,2022-05-13 09:11:00,2022-05-13 09:21:00
SHORT,961865408.6150914,961790857.3209358,2022-05-16 09:16:00,2022-05-16 10:03:00
LONG,961790857.3209358,960224650.6086785,2022-05-16 10:18:00,2022-05-17 11:28:00
LONG,960224650.6086785,960009367.0568273,2022-05-18 09:16:00,2022-05-18 09:50:00
LONG,960009367.0568273,960124252.8082232,2022-05-18 10:10:00,2022-05-18 10:52:00
LONG,960124252.8082232,959644190.6818191,2022-05-18 13:13:00,2022-05-18 13:50:00
LONG,959644190.6818191,959481424.7060664,2022-05-19 11:17:00,2022-05-19 13:11:00
LONG,959481424.7060664,960099306.7190031,2022-05-19 13:27:00,2022-05-19 13:39:00
LONG,960099306.7190031,960906157.0918958,2022-05-19 13:59:00,2022-05-19 14:18:00
LONG,960906157.0918958,961013382.6716572,2022-05-20 09:05:00,2022-05-20 09:21:00
LONG,961013382.6716572,961358572.1178768,2022-05-20 10:31:00,2022-05-20 10:40:00
LONG,961358572.1178768,960862689.2259097,2022-05-20 11:12:00,2022-05-23 09:03:00
SHORT,960862689.2259097,961194629.1847695,2022-05-24 09:05:00,2022-05-24 09:19:00
LONG,961194629.1847695,961326289.2567006,2022-05-24 13:00:00,2022-05-24 14:29:00
SHORT,961326289.2567006,959420380.318248,2022-05-25 09:00:00,2022-05-26 10:32:00
LONG,959420380.318248,959770188.2577305,2022-05-26 10:41:00,2022-05-26 10:53:00
LONG,959770188.2577305,959765048.3362877,2022-05-27 09:43:00,2022-05-27 09:56:00
LONG,959765048.3362877,959913548.5686141,2022-05-27 10:31:00,2022-05-27 10:43:00
LONG,959913548.5686141,960127903.1679058,2022-05-27 10:57:00,2022-05-27 11:08:00
LONG,960127903.1679058,960587596.8088598,2022-05-27 14:16:00,2022-05-30 09:00:00
LONG,960587596.8088598,960430597.8569071,2022-05-30 09:19:00,2022-05-30 10:04:00
LONG,960430597.8569071,960971203.8676705,2022-05-30 10:36:00,2022-05-30 13:46:00
LONG,960971203.8676705,960726772.366649,2022-05-30 14:04:00,2022-06-01 09:06:00
SHORT,960726772.366649,960198645.0596467,2022-06-01 09:07:00,2022-06-01 10:17:00
LONG,960198645.0596467,959731294.9329984,2022-06-01 10:18:00,2022-06-01 11:25:00
SHORT,959731294.9329984,960016234.4199734,2022-06-01 13:32:00,2022-06-01 13:47:00
SHORT,960016234.4199734,960314906.1373484,2022-06-01 14:02:00,2022-06-01 14:17:00
LONG,960314906.1373484,959750996.9157125,2022-06-02 13:34:00,2022-06-03 13:59:00
LONG,959750996.9157125,959862232.3543369,2022-06-06 09:39:00,2022-06-06 10:00:00
LONG,959862232.3543369,959915159.2694829,2022-06-06 10:44:00,2022-06-06 10:57:00
LONG,959915159.2694829,958645437.8700727,2022-06-06 13:36:00,2022-06-07 14:27:00
LONG,958645437.8700727,958865407.2511213,2022-06-08 09:39:00,2022-06-08 09:52:00
LONG,958865407.2511213,959077251.2899725,2022-06-08 10:20:00,2022-06-08 10:35:00
LONG,959077251.2899725,959101112.5303922,2022-06-08 10:37:00,2022-06-08 11:06:00
LONG,959101112.5303922,959297419.7756469,2022-06-08 13:25:00,2022-06-08 13:41:00
LONG,959297419.7756469,959638583.4444845,2022-06-08 14:12:00,2022-06-09 09:11:00
LONG,959638583.4444845,959748729.5084507,2022-06-09 09:17:00,2022-06-09 09:38:00
LONG,959748729.5084507,959506564.6972466,2022-06-09 09:53:00,2022-06-09 10:27:00
LONG,959506564.6972466,959674810.5051744,2022-06-10 09:00:00,2022-06-10 11:06:00
LONG,959674810.5051744,954930180.5505081,2022-06-10 11:17:00,2022-06-14 13:00:00
LONG,954930180.5505081,954827087.2213234,2022-06-14 13:23:00,2022-06-14 14:00:00
LONG,954827087.2213234,955163032.2611448,2022-06-14 14:10:00,2022-06-14 14:27:00
LONG,955163032.2611448,953763191.8768744,2022-06-15 09:29:00,2022-06-15 14:12:00
SHORT,953763191.8768744,953956048.4046437,2022-06-15 14:13:00,2022-06-17 09:00:00
LONG,953956048.4046437,953255104.7376668,2022-06-17 09:01:00,2022-06-17 14:05:00
LONG,953255104.7376668,953851081.9262483,2022-06-17 14:24:00,2022-06-20 09:15:00
LONG,953851081.9262483,953738548.9334368,2022-06-20 09:42:00,2022-06-20 10:14:00
LONG,953738548.9334368,952687298.6541334,2022-06-20 10:22:00,2022-06-21 09:51:00
SHORT,952687298.6541334,952402648.1301522,2022-06-21 09:52:00,2022-06-21 13:22:00
LONG,952402648.1301522,952242534.9585751,2022-06-21 13:23:00,2022-06-21 13:44:00
LONG,952242534.9585751,953412788.8670319,2022-06-21 13:50:00,2022-06-22 09:05:00
SHORT,953412788.8670319,953892188.5179312,2022-06-22 09:06:00,2022-06-22 10:14:00
LONG,953892188.5179312,954119545.8849171,2022-06-22 10:28:00,2022-06-22 10:36:00
LONG,954119545.8849171,953363708.0544384,2022-06-22 11:01:00,2022-06-23 09:50:00
LONG,953363708.0544384,953513911.4794625,2022-06-23 14:01:00,2022-06-23 14:22:00
LONG,953513911.4794625,953516229.2089508,2022-06-24 09:26:00,2022-06-24 10:44:00
LONG,953516229.2089508,953603509.349818,2022-06-24 13:19:00,2022-06-27 09:08:00
SHORT,953603509.349818,953621251.5280375,2022-06-27 09:09:00,2022-06-27 09:11:00
LONG,953621251.5280375,953708477.6907562,2022-06-27 10:06:00,2022-06-27 10:24:00
LONG,953708477.6907562,953733813.69121,2022-06-27 13:38:00,2022-06-27 14:09:00
LONG,953733813.69121,953720791.8657882,2022-06-28 09:43:00,2022-06-28 09:58:00
LONG,953720791.8657882,953792102.3929176,2022-06-28 10:39:00,2022-06-28 11:05:00
LONG,953792102.3929176,953900781.4930309,2022-06-29 09:00:00,2022-06-29 09:22:00
LONG,953900781.4930309,953918223.0368534,2022-06-29 10:05:00,2022-06-29 10:18:00
LONG,953918223.0368534,953988636.8750489,2022-06-29 10:46:00,2022-06-30 09:30:00
LONG,953988636.8750489,953922860.197756,2022-06-30 10:14:00,2022-06-30 10:44:00
LONG,953922860.197756,953947826.0589556,2022-06-30 11:09:00,2022-06-30 11:26:00
LONG,953947826.0589556,953705711.1983786,2022-07-04 10:05:00,2022-07-04 13:01:00
SHORT,953705711.1983786,953822491.4895457,2022-07-04 13:16:00,2022-07-04 13:37:00
LONG,953822491.4895457,954154089.3529058,2022-07-05 09:56:00,2022-07-05 13:25:00
LONG,954154089.3529058,951871669.0238458,2022-07-05 13:36:00,2022-07-07 10:16:00
LONG,951871669.0238458,951632513.117151,2022-07-07 11:24:00,2022-07-07 13:38:00
LONG,951632513.117151,951619355.123883,2022-07-08 09:18:00,2022-07-08 09:43:00
LONG,951619355.123883,951582965.8067478,2022-07-08 10:34:00,2022-07-08 11:04:00
LONG,951582965.8067478,951654990.8867674,2022-07-08 11:24:00,2022-07-08 13:21:00
LONG,951654990.8867674,949921539.0386983,2022-07-08 13:27:00,2022-07-12 11:24:00
LONG,949921539.0386983,950041494.4657972,2022-07-12 13:55:00,2022-07-12 14:03:00
LONG,950041494.4657972,949996880.5547867,2022-07-13 09:03:00,2022-07-13 09:49:00
LONG,949996880.5547867,950030557.2784997,2022-07-13 10:14:00,2022-07-13 10:55:00
SHORT,950030557.2784997,950134672.3609965,2022-07-13 10:56:00,2022-07-13 11:14:00
SHORT,950134672.3609965,950176074.2664763,2022-07-13 13:00:00,2022-07-13 13:56:00
LONG,950176074.2664763,949990639.7065281,2022-07-13 14:17:00,2022-07-14 13:31:00
LONG,949990639.7065281,950283391.2833709,2022-07-14 13:53:00,2022-07-14 14:01:00
LONG,950283391.2833709,950458093.0115293,2022-07-14 14:12:00,2022-07-14 14:15:00
LONG,950458093.0115293,950515072.1039083,2022-07-15 09:21:00,2022-07-15 10:31:00
LONG,950515072.1039083,950533001.9379593,2022-07-15 11:03:00,2022-07-15 11:14:00
LONG,950533001.9379593,950488518.86644,2022-07-15 11:19:00,2022-07-18 09:09:00
SHORT,950488518.86644,950459645.2414827,2022-07-18 09:10:00,2022-07-18 09:35:00
LONG,950459645.2414827,950415191.15124,2022-07-18 10:25:00,2022-07-18 10:47:00
LONG,950415191.15124,950472162.9930482,2022-07-18 11:16:00,2022-07-18 13:00:00
LONG,950472162.9930482,950256004.7096746,2022-07-18 13:46:00,2022-07-19 14:07:00
LONG,950256004.7096746,950915969.9526885,2022-07-19 14:21:00,2022-07-20 09:00:00
LONG,950915969.9526885,950957222.7532184,2022-07-20 09:18:00,2022-07-20 09:35:00
LONG,950957222.7532184,950990567.9057735,2022-07-20 11:10:00,2022-07-20 11:14:00
LONG,950990567.9057735,950992891.5510771,2022-07-20 13:10:00,2022-07-20 13:41:00
LONG,950992891.5510771,950971966.7624928,2022-07-20 13:53:00,2022-07-21 09:06:00
LONG,950971966.7624928,950989778.1266911,2022-07-21 09:51:00,2022-07-21 10:04:00
LONG,950989778.1266911,951123155.6958973,2022-07-21 13:24:00,2022-07-21 13:34:00
LONG,951123155.6958973,949858829.7576963,2022-07-21 14:12:00,2022-07-26 09:04:00
LONG,949858829.7576963,949830119.0504819,2022-07-26 10:02:00,2022-07-26 10:52:00
LONG,949830119.0504819,949762595.5823029,2022-07-26 11:12:00,2022-07-26 13:05:00
SHORT,949762595.5823029,949702419.7246053,2022-07-27 10:48:00,2022-07-27 13:32:00
LONG,949702419.7246053,949798554.5263716,2022-07-27 13:51:00,2022-07-27 13:55:00
LONG,949798554.5263716,949816322.2097828,2022-07-28 09:29:00,2022-07-28 09:32:00
LONG,949816322.2097828,949841805.0867202,2022-07-28 09:51:00,2022-07-28 10:00:00
LONG,949841805.0867202,949844110.7145342,2022-07-28 13:13:00,2022-07-28 13:34:00
LONG,949844110.7145342,949907930.8887342,2022-07-28 13:42:00,2022-07-29 09:00:00
LONG,949907930.8887342,949856434.9494433,2022-07-29 09:23:00,2022-07-29 10:25:00
SHORT,949856434.9494433,949172791.1180573,2022-08-01 09:24:00,2022-08-02 10:12:00
SHORT,949172791.1180573,949068310.4235505,2022-08-02 13:55:00,2022-08-03 13:33:00
LONG,949068310.4235505,949200125.4666649,2022-08-03 13:34:00,2022-08-03 13:51:00
LONG,949200125.4666649,949377496.2495936,2022-08-03 14:09:00,2022-08-03 14:16:00
LONG,949377496.2495936,949387306.9868362,2022-08-04 10:09:00,2022-08-04 10:32:00
LONG,949387306.9868362,949238504.9345835,2022-08-04 10:54:00,2022-08-04 13:16:00
SHORT,949238504.9345835,949308846.9114432,2022-08-04 13:56:00,2022-08-04 14:06:00
LONG,949308846.9114432,949439697.3859199,2022-08-05 09:44:00,2022-08-05 10:15:00
LONG,949439697.3859199,949487324.34741,2022-08-05 10:33:00,2022-08-05 10:56:00
LONG,949487324.34741,949504699.0060622,2022-08-05 11:18:00,2022-08-05 13:00:00
LONG,949504699.0060622,949522065.6924058,2022-08-05 13:25:00,2022-08-05 13:36:00
LONG,949522065.6924058,949637685.9678144,2022-08-05 14:01:00,2022-08-05 14:13:00
LONG,949637685.9678144,949677504.636609,2022-08-08 09:39:00,2022-08-08 09:51:00
LONG,949677504.636609,949702290.5885649,2022-08-08 10:08:00,2022-08-08 10:17:00
LONG,949702290.5885649,949779648.7031798,2022-08-08 11:01:00,2022-08-09 09:18:00
LONG,949779648.7031798,949796856.2115848,2022-08-09 11:01:00,2022-08-09 11:16:00
LONG,949796856.2115848,949836434.1920701,2022-08-09 13:27:00,2022-08-09 13:38:00
LONG,949836434.1920701,949958313.5424387,2022-08-09 13:58:00,2022-08-09 14:22:00
LONG,949958313.5424387,949990424.3886634,2022-08-10 09:58:00,2022-08-10 10:17:00
LONG,949990424.3886634,950844004.339199,2022-08-10 10:49:00,2022-08-11 09:05:00
LONG,950844004.339199,950705793.8232164,2022-08-11 10:21:00,2022-08-11 13:00:00
LONG,950705793.8232164,949649289.5262102,2022-08-11 13:04:00,2022-08-12 11:29:00
SHORT,949649289.5262102,948253779.7083862,2022-08-12 11:30:00,2022-08-15 10:36:00
LONG,948253779.7083862,948527731.1140335,2022-08-15 13:17:00,2022-08-16 09:03:00
LONG,948527731.1140335,948434666.3567317,2022-08-16 09:11:00,2022-08-16 10:17:00
LONG,948434666.3567317,948473563.700473,2022-08-16 10:21:00,2022-08-16 10:41:00
LONG,948473563.700473,948475763.314489,2022-08-16 11:18:00,2022-08-16 13:06:00
LONG,948475763.314489,948514617.2451241,2022-08-16 13:40:00,2022-08-16 14:05:00
LONG,948514617.2451241,948560470.8523114,2022-08-17 10:20:00,2022-08-17 10:28:00
LONG,948560470.8523114,948620819.2495831,2022-08-17 11:07:00,2022-08-17 13:16:00
LONG,948620819.2495831,948702935.1930298,2022-08-17 13:49:00,2022-08-17 13:58:00
LONG,948702935.1930298,948930548.2688502,2022-08-17 14:09:00,2022-08-17 14:22:00
LONG,948930548.2688502,948968992.9401988,2022-08-18 09:36:00,2022-08-18 09:45:00
LONG,948968992.9401988,949000185.1636329,2022-08-18 10:10:00,2022-08-18 10:17:00
LONG,949000185.1636329,948842900.324268,2022-08-18 11:04:00,2022-08-18 13:38:00
SHORT,948842900.324268,949040802.4648353,2022-08-18 13:45:00,2022-08-18 14:22:00
LONG,949040802.4648353,947727897.297132,2022-08-18 14:23:00,2022-08-19 09:43:00
LONG,947727897.297132,947700234.0498931,2022-08-23 13:22:00,2022-08-23 13:45:00
LONG,947700234.0498931,947761538.0164009,2022-08-24 09:31:00,2022-08-24 09:58:00
LONG,947761538.0164009,947675122.7265413,2022-08-24 10:15:00,2022-08-24 11:02:00
LONG,947675122.7265413,947736429.8467177,2022-08-24 11:22:00,2022-08-24 13:07:00
LONG,947736429.8467177,947738647.6386752,2022-08-24 13:13:00,2022-08-24 13:27:00
LONG,947738647.6386752,947726288.3589807,2022-08-26 09:37:00,2022-08-26 09:51:00
LONG,947726288.3589807,947619393.7342674,2022-08-26 10:04:00,2022-08-26 10:42:00
LONG,947619393.7342674,945400879.4870846,2022-08-26 10:53:00,2022-08-29 13:34:00
LONG,945400879.4870846,945678042.5209986,2022-08-29 14:07:00,2022-08-29 14:12:00
LONG,945678042.5209986,945687588.8904293,2022-08-30 09:26:00,2022-08-30 09:36:00
LONG,945687588.8904293,945616340.9711109,2022-08-30 09:48:00,2022-08-30 10:16:00
LONG,945616340.9711109,945765610.1135815,2022-08-30 10:20:00,2022-08-30 10:25:00
LONG,945765610.1135815,945101979.1307771,2022-08-30 11:10:00,2022-08-31 13:22:00
LONG,945101979.1307771,945118777.6976396,2022-09-05 10:13:00,2022-09-05 10:21:00
LONG,945118777.6976396,944923840.1050206,2022-09-05 10:55:00,2022-09-06 09:50:00
LONG,944923840.1050206,944874838.6365322,2022-09-06 11:18:00,2022-09-06 13:42:00
LONG,944874838.6365322,944190379.6308867,2022-09-06 14:09:00,2022-09-07 09:20:00
LONG,944190379.6308867,943979399.6877583,2022-09-07 09:45:00,2022-09-07 10:31:00
LONG,943979399.6877583,944047841.3219447,2022-09-07 10:50:00,2022-09-07 10:59:00
LONG,944047841.3219447,944094226.4521922,2022-09-07 11:07:00,2022-09-07 11:21:00
LONG,944094226.4521922,943155206.024449,2022-09-07 13:37:00,2022-09-08 09:12:00
LONG,943155206.024449,943358203.0058781,2022-09-08 13:31:00,2022-09-08 13:40:00
LONG,943358203.0058781,943182283.6620175,2022-09-08 13:59:00,2022-09-09 09:11:00
LONG,943182283.6620175,944069048.9425036,2022-09-09 13:31:00,2022-09-12 09:02:00
SHORT,944069048.9425036,944211263.5276159,2022-09-12 09:03:00,2022-09-12 13:36:00
LONG,944211263.5276159,942527654.2503626,2022-09-13 13:31:00,2022-09-14 09:55:00
SHORT,942527654.2503626,942695157.969599,2022-09-14 09:56:00,2022-09-14 10:30:00
LONG,942695157.969599,942712344.0734618,2022-09-15 09:25:00,2022-09-15 09:42:00
LONG,942712344.0734618,942736989.1715798,2022-09-15 09:54:00,2022-09-15 10:27:00
LONG,942736989.1715798,942664511.1752657,2022-09-15 10:36:00,2022-09-15 11:22:00
LONG,942664511.1752657,942726646.7807513,2022-09-15 13:02:00,2022-09-15 14:11:00
LONG,942726646.7807513,941385269.1525334,2022-09-21 09:00:00,2022-09-22 13:44:00
LONG,941385269.1525334,941179329.0731695,2022-09-23 09:34:00,2022-09-23 10:21:00
LONG,941179329.0731695,941212567.1736542,2022-09-23 10:50:00,2022-09-23 11:01:00
LONG,941212567.1736542,939064517.1251324,2022-09-23 11:08:00,2022-09-26 14:29:00
SHORT,939064517.1251324,939003774.5446396,2022-09-27 09:00:00,2022-09-27 09:24:00
LONG,939003774.5446396,938785236.4455396,2022-09-27 09:35:00,2022-09-27 10:21:00
